Positive	Negative	Text
1	-1	@restylestari
1	-1	@retemirabile
1	-1	@retiredprodigy
1	-1	@retrofreak94
1	-1	@retrorewind
1	-1	@retrospectre
1	-1	@retweetfairy
1	-1	@revenge218
1	-1	@reverieBR
1	-1	@revision3
1	-1	@revlimiter
1	-1	@rewindandfreeze
1	-1	@reybango
1	-1	@reylu81
1	-1	@rfwerner
1	-1	@rhapvee
1	-1	@rhea_ann
1	-1	@rhettroberts
1	-1	@rhysjlloyd
1	-1	@riancurtis
1	-1	@riandawson
1	-1	@rianepanic
1	-1	@riannonfan03
1	-1	@riblah
1	-1	@riccwebb
1	-1	@richard4481
1	-1	@richardepryor
1	-1	@richardmhowell
1	-1	@richardpbacon
1	-1	@richardroscoe
1	-1	@richberra
1	-1	@richboyz17
1	-1	@richeymanic
1	-1	@richhashley
1	-1	@richiban
1	-1	@richiedigs.
1	-1	@richstyles
1	-1	@ricklondon
1	-1	@ricksanchezcnn
1	-1	@ricky_19
1	-1	@rickyftw
1	-1	@rickylacy
1	-1	@rickyleestaines
1	-1	@ricny
1	-1	@ricoexplainsit
1	-1	@rideordiechick
1	-1	@ridgehkr
1	-1	@rifankalavm
1	-1	@riget
1	-1	@riknik
1	-1	@rikup
1	-1	@rileyclarkson
1	-1	@rileylife
1	-1	@rillamrilla
1	-1	@rimba
1	-1	@rimglobal
1	-1	@rinaz
1	-1	@ringo219
1	-1	@ringram8
1	-1	@rioblaze
1	-1	@riotlainie
1	-1	@riotsqurrl
1	-1	@ripcity52
1	-1	@ripmilla
1	-1	@riskybizness23
1	-1	@riskybusinessMB
1	-1	@rixanne
1	-1	@rizizzle
1	-1	@rizzn
1	-1	@rjakesdub
1	-1	@rjamestaylor
1	-1	@rjhunter
1	-1	@rjramos
1	-1	@rjw1
1	-1	@rk201
1	-1	@rkbalder
1	-1	@rkzddy
1	-1	@rlangis
1	-1	@rlich8
1	-1	@rltuva
1	-1	@rmallik
1	-1	@rmccullough86
1	-1	@rmichaelthomas
1	-1	@rmilana
1	-1	@rnbguru
1	-1	@rnbjunkie00
1	-1	@rnicole8604
1	-1	@rny_alison
1	-1	@roaritsallie
1	-1	@rob_alexander
1	-1	@rob_caporetto's
1	-1	@rob_morgan
1	-1	@robbiecurlee
1	-1	@robbieg8s
1	-1	@robbin_fools
1	-1	@robby
1	-1	@robbyrussell
1	-1	@robcole
1	-1	@robday
1	-1	@robert_patinson
1	-1	@robertajaebondi
1	-1	@robertbravery
1	-1	@robertd_16
1	-1	@robertfoehl
1	-1	@robertmeta
1	-1	@robgibo
1	-1	@robgokeemusic
1	-1	@robin3000
1	-1	@robinfincktwits
1	-1	@robinmatthewfry
1	-1	@robinpedrero
1	-1	@robloveshoney
1	-1	@robluketic
1	-1	@robofillet
1	-1	@robolson
1	-1	@roboppy:
1	-1	@roboteatgranny
1	-1	@robsafuto
1	-1	@robsessiondotca
1	-1	@robsham
1	-1	@robsorre
1	-1	@robstereo
1	-1	@robwatts
1	-1	@robynbrees
1	-1	@robyngallagher
1	-1	@roccoman
1	-1	@rockchick_30
1	-1	@rockevans
1	-1	@rockgrrl
1	-1	@rockinaround
1	-1	@rockstardriver
1	-1	@rockstarla90
1	-1	@rockwiththebest
1	-1	@rockxxstar
1	-1	@rocsidiaz
1	-1	@rodgemstv
1	-1	@rodrigdb
1	-1	@rodx2024
1	-1	@roflsaurus
1	-1	@roflucy
1	-1	@rog0123
1	-1	@rogersnotrogers
1	-1	@roguebluejay
1	-1	@rohanbabu
1	-1	@rohitsabu
1	-1	@rojopelo
1	-1	@rolandsmartin
1	-1	@rollingcherry
1	-1	@romaineami
1	-1	@ron_n
1	-1	@ronanofficial
1	-1	@roncallari
1	-1	@ronenk
1	-1	@roneydapony
1	-1	@ronhogan
1	-1	@ronld
1	-1	@ronniebiccard
1	-1	@ronnyvengeance
1	-1	@ronocheareyes
1	-1	@roofer_on_fire
1	-1	@roosta27
1	-1	@rootlessdream:
1	-1	@roots123
1	-1	@roryf
1	-1	@roryna
1	-1	@rosalynneadams...
1	-1	@rosasaul
1	-1	@rose_janice
1	-1	@roseanthonette
1	-1	@rosecharm
1	-1	@roseji27
1	-1	@roshnimo
1	-1	@rosie_edward
1	-1	@rosie_emma
1	-1	@rosie_rage
1	-1	@rosiealys
1	-1	@rosiefresh
1	-1	@rosskie
1	-1	@roswelluga
1	-1	@rosyblue
1	-1	@rotocasted)
1	-1	@rotting_orange
1	-1	@roudy4561
1	-1	@rougedapple
1	-1	@rougeforever
1	-1	@rougeneck
1	-1	@roukfa
1	-1	@roulabug
1	-1	@rovieetorres
1	-1	@rowaihy
1	-1	@rowdavid
1	-1	@rowenamarion
1	-1	@rowent
1	-1	@rowsell
1	-1	@roxanncasias
1	-1	@roxannehawn
1	-1	@roxieravenclaw
1	-1	@roxygirl880829
1	-1	@royallyJ
1	-1	@royblumenthal
1	-1	@roycerosenblatt
1	-1	@rozhostetler
1	-1	@rozoonthego
1	-1	@rpulse
1	-1	@rpycroft
1	-1	@rrhonika
1	-1	@rsmallbone
1	-1	@rt_nuggets
1	-1	@rtaibah
1	-1	@ruby_gem
1	-1	@rubygirljewelry
1	-1	@rubyvong
1	-1	@ruchinchaudhary
1	-1	@ruchirfalodiya
1	-1	@rudedoodle
1	-1	@ruhanirabin
1	-1	@ruivo
1	-1	@rulala
1	-1	@rulesaremyenemy
1	-1	@rum1t
1	-1	@rumoko
1	-1	@rumparooz
1	-1	@runkeeper
1	-1	@runmad
1	-1	@runningbebe
1	-1	@runningwaters9
1	-1	@runtyreader
1	-1	@runwithvampires
1	-1	@rushist
1	-1	@rushiv
1	-1	@russdogg
1	-1	@russiaandsuch
1	-1	@rusty1972
1	-1	@rustycharm
1	-1	@rustyrockets
1	-1	@ruthellison
1	-1	@ruxoz
1	-1	@rveturis
1	-1	@rwdave
1	-1	@rxgellivictor
1	-1	@rxradio1
1	-1	@ryan2131
1	-1	@ryan_face
1	-1	@ryanbader
1	-1	@ryanbarnholdt
1	-1	@ryancarson
1	-1	@ryandc
1	-1	@ryanjunee
1	-1	@ryanmfsantos.
1	-1	@ryannorthcott
1	-1	@ryanonamission
1	-1	@ryanp_smg
1	-1	@ryanringold
1	-1	@ryansolida
1	-1	@ryanstar
1	-1	@ryantomorrow
1	-1	@ryanuzair
1	-1	@ryanw2011
1	-1	@ryder_nocks
1	-1	@ryguy999
1	-1	@ryoc2003
1	-1	@ryphone's
1	-1	@ryszu
1	-1	@ryuniel
1	-1	@s1mplyadorkable
1	-1	@s8nftw
1	-1	@s_beautiful
1	-1	@s_ofelia
1	-1	@saailhAway
2	-1	@saayyum
1	-1	@sabbathdei
1	-1	@sabbypar
1	-1	@sabeeh90
1	-1	@sabi_11
1	-1	@sabihkhan
1	-1	@sabinochoi
1	-1	@sabret00the
1	-1	@sabrinadone
1	-1	@sabzi
1	-1	@sadexposed
1	-1	@sadyn
1	-1	@safaribooks's
1	-1	@safclyndz
1	-1	@sahilk
1	-1	@sahilriz
1	-1	@sailorKa
1	-1	@saintpeter1
1	-1	@sajal
1	-1	@sake1derful
1	-1	@sakhi_
1	-1	@salandpepper
1	-1	@salbrecht
1	-1	@sallydupre
1	-1	@sallyhunt:
1	-1	@sallyjos
1	-1	@saltyshutter
1	-1	@salus
1	-1	@saman4
1	-1	@samanthai
1	-1	@samanthaprince
1	-1	@samantharonson
1	-1	@samberlyy
1	-1	@samblak
1	-1	@sambushed
1	-1	@samcrowley
1	-1	@samerz24
1	-1	@sami1974
1	-1	@samiamagirl
1	-1	@samjmoody
1	-1	@samjonas_94
1	-1	@sammi76
1	-1	@sammieepaige
1	-1	@sammitwinkie
1	-1	@sammonti
1	-1	@sammyjay86
1	-1	@sammyrichards
1	-1	@samnzed
1	-1	@samshepherd
1	-1	@samuelarce
1	-1	@samuelwincheste
1	-1	@samuraifrog
1	-1	@samuraigrifter
1	-1	@sandcoffee
1	-1	@sanderpotjer
1	-1	@sandihs
1	-1	@sandracummings
1	-1	@sandroB
1	-1	@sandyarmstrong
1	-1	@sanewolf;
1	-1	@sangerebrahim
1	-1	@sangeyvang
1	-1	@sangiblue
1	-1	@sanjukta
1	-1	@santiFTW
1	-1	@santi_sunshine
1	-1	@sapphirepearls
1	-1	@sara9582
1	-1	@sara_lisa217
1	-1	@saraahness
1	-1	@sarabozich
1	-1	@saraeden
1	-1	@sarah_connor
1	-1	@sarah_janes
1	-1	@sarah_ross
1	-1	@sarah_speaks
1	-1	@sarahamil
1	-1	@sarahandguitar
1	-1	@sarahanthony
1	-1	@sarahantz
1	-1	@saraharringtonx
1	-1	@sarahbarlow
1	-1	@sarahbeeny
1	-1	@sarahbellafina
1	-1	@sarahbethdurst
1	-1	@sarahcfuller
1	-1	@sarahfagan2
1	-1	@sarahintampa
1	-1	@sarahjoybrown
1	-1	@sarahkatiah
1	-1	@sarahkennett
1	-1	@sarahlar
1	-1	@sarahlchu
1	-1	@sarahlindskoug
1	-1	@sarahmaddox
1	-1	@sarahmaeblogs
1	-1	@sarahndipitous
1	-1	@sarahnoid
1	-1	@sarahpak
1	-1	@sarahprout
1	-1	@sarahretzloff
1	-1	@sarahsayzz:
1	-1	@sarahsbash
1	-1	@sarahsim
1	-1	@sarahspence93
1	-1	@sarahteaa
1	-1	@sarahtymeson
2	-1	@sarajayyy
1	-1	@saramcole
1	-1	@sararosered
1	-1	@saraslime
1	-1	@sarasuebeedoo
1	-1	@saraswathi
1	-1	@sarcasmoo
1	-1	@sardun
1	-1	@saritaonline
1	-1	@sarlou81
1	-1	@sasha_saliego
1	-1	@sashaboom
1	-1	@sashajonas
1	-1	@sashaleejones
1	-1	@sashamaemo
1	-1	@sasssysara
1	-1	@sassymonkey
1	-1	@sassypackrat
1	-1	@saudarilee
1	-1	@sausagesmcgee
1	-1	@savagestar
1	-1	@savannahp
1	-1	@savannaislame
1	-1	@savevca
1	-1	@savvybride
1	-1	@sawickis
1	-1	@say2vj
1	-1	@sayitwithecards
1	-1	@sayjava
1	-1	@saylooli
1	-1	@sazp
1	-1	@sazzygee
1	-1	@sbhoools
1	-1	@sc430girl
1	-1	@scaramuzza
1	-1	@scareyvarey
1	-1	@scarf_baby
1	-1	@scarlethyacinth
1	-1	@scarletletterm
1	-1	@scarletshimmer
1	-1	@scatteredwords
1	-1	@schaeferj89
1	-1	@schammy
1	-1	@schlaurerz
1	-1	@schmanderzz
1	-1	@schmattt
1	-1	@schmeghanlynn
1	-1	@schmidlibrary
1	-1	@schmuttelicious
1	-1	@scholarjack
1	-1	@schonefeld
1	-1	@school....
1	-1	@schot86
1	-1	@schryke
1	-1	@schultzohio:
1	-1	@schwavschwa
1	-1	@sciasail
1	-1	@scoch
1	-1	@scodal
1	-1	@scoobydiesel
2	-1	@scoooooooooooty
1	-1	@scooprandell
1	-1	@scorpio8200
1	-1	@scott_hurst
1	-1	@scott_lowe
1	-1	@scotthebert360
1	-1	@scottjung
1	-1	@scottk75
1	-1	@scottmac
1	-1	@scottoakley
1	-1	@scottradcliff
1	-1	@scottrmcgrew
1	-1	@scottwalker2
1	-1	@scotty_mcc
1	-1	@scottydavis1
1	-1	@scrapplesandwic
1	-1	@screenrant
1	-1	@screwdriver
1	-1	@screweduptexan
1	-1	@scribblekat
1	-1	@scrillabobbyo...During
1	-1	@scullymulder123
1	-1	@sczepanski
1	-1	@sdarlington
1	-1	@sdhess
1	-1	@sdhintz
1	-1	@sdtlqbbkjfse
1	-1	@seanMalarkey
1	-1	@seancorfield
1	-1	@seandeardorff
1	-1	@seangalbraith
1	-1	@seanhanity
1	-1	@seanhodges
1	-1	@seankeithsmith
1	-1	@seankingston
1	-1	@seankoerner
1	-1	@seanmhair);
1	-1	@seanmurphymusic
1	-1	@seanpaull
1	-1	@seanskeez
1	-1	@seansmithsucks
1	-1	@seanx2
1	-1	@searchguru
1	-1	@seasonothebitch
1	-1	@sebastianbach
1	-1	@sebastienbarre
1	-1	@sebby_peek
1	-1	@seblefebvre
1	-1	@secondpower
1	-1	@secool
1	-1	@secretfanofu
1	-1	@secretplanet
1	-1	@seekzpeace
1	-1	@seesmic
1	-1	@seeson
1	-1	@sefaresh2
1	-1	@segdeha
1	-1	@seigrist
1	-1	@selenagomez
1	-1	@selinalee
1	-1	@selvinortiz
1	-1	@semipenguin
1	-1	@senalovesqd
1	-1	@sendtocindy
1	-1	@senglert11
1	-1	@senor_oddball
1	-1	@senorfeminista
1	-1	@sentimentalizzy
1	-1	@sentricmusic
1	-1	@seoadsenseman
2	-1	@serahhh
1	-1	@seratonation
1	-1	@serena
1	-1	@serena_eliza
1	-1	@serenebabe
1	-1	@serenetan
1	-1	@sergeantkero
1	-1	@serialseb
1	-1	@serinurshira
1	-1	@serkes
1	-1	@servaas89
1	-1	@servantofchaos
1	-1	@setamolmax
1	-1	@sethdanziger
1	-1	@sethfan19
1	-1	@sethsimonds
1	-1	@setsuru
1	-1	@seventeen_17
1	-1	@seventhivy
1	-1	@sevgisahin
1	-1	@sevgli
1	-1	@sew4the8r
1	-1	@sewbitchy
1	-1	@sewlutionsbyamo
1	-1	@sexy_nic
1	-1	@sexybexy24
1	-1	@sexybrandy
1	-1	@sez101
1	-1	@sfinn33
1	-1	@sgBEAT:hotbabe89
1	-1	@sha425
1	-1	@shaaqT
1	-1	@shaaqt
1	-1	@shablack
1	-1	@shachi
1	-1	@shadeTM
1	-1	@shadownhoney
1	-1	@shadowsierra88
1	-1	@shadowsinstone
1	-1	@shahedkader
1	-1	@shaikhafifah
1	-1	@shailesh
1	-1	@shakamorph
1	-1	@shaktijs
1	-1	@shamhardy
1	-1	@shamileemac
1	-1	@shamim86
1	-1	@shandelle
1	-1	@shandi_archie
1	-1	@shane_o_mac
1	-1	@shanedawson
1	-1	@shanell_SnL
1	-1	@shanellerose
1	-1	@shanesonaplane
1	-1	@shanicdesign
1	-1	@shanitai
1	-1	@shanliew
1	-1	@shannaleigh
1	-1	@shannauy
1	-1	@shannieface
1	-1	@shannonulation
1	-1	@shannynlee
1	-1	@shannynn
1	-1	@shannyrpi
1	-1	@shanselman
1	-1	@shantchuason
1	-1	@sharayray
1	-1	@shari
1	-1	@sharlzg
1	-1	@sharonrocks96
1	-1	@sharpiesusan
1	-1	@sharynmaceren
1	-1	@shaunarawrr_x
1	-1	@shaundiviney
1	-1	@shaunjumpnow
1	-1	@shaunking
1	-1	@shaunmichaelb
1	-1	@shawnafennell
1	-1	@shawneda
1	-1	@shawnee_dj
1	-1	@shawngf
1	-1	@shawniebeth
1	-1	@shawnieora
1	-1	@shawnjooste
1	-1	@shawnnellbrown
1	-1	@shawnpkemp
1	-1	@shawnpowers
1	-1	@shayboo4lyfe
1	-1	@shayface
1	-1	@shayna_kandii
1	-1	@shayneTward
1	-1	@shaywriter
1	-1	@shazow
1	-1	@she_shines92
1	-1	@sheabath1
1	-1	@shedfire
1	-1	@sheenachan89
1	-1	@sheenaestelle
1	-1	@sheenasays
1	-1	@sheenaswu
1	-1	@sheepmeepbeep
1	-1	@sheeradjafar
1	-1	@sheeshkabobo
1	-1	@shelbey_99
1	-1	@shelbilavender
2	-1	@shelbycobraaa
1	-1	@shelbygray09
1	-1	@shelbyholliday
1	-1	@shelbysw's
1	-1	@shell2323
1	-1	@shellbees
1	-1	@shelleyrae
1	-1	@shelliehall
1	-1	@shelliwazzu
1	-1	@shellsibubs
1	-1	@shelly_babie
1	-1	@shellyann4mac
1	-1	@shemah
2	-1	@sherlyyyy
1	-1	@sherryta
1	-1	@shesgot2haveit
1	-1	@shesthababy
1	-1	@sheszladii
1	-1	@shewhoisAnna
1	-1	@sheyka
1	-1	@sheysrebellion
1	-1	@shezcrafti
1	-1	@shezzalicious
1	-1	@shibby
1	-1	@shidurey
1	-1	@shiningthunder
1	-1	@shiraabel
1	-1	@shireman
1	-1	@shivaranjan
1	-1	@shiznit00
1	-1	@shkiper89
1	-1	@shoegrl99.
1	-1	@shoptilldrop
1	-1	@shortfastloud
1	-1	@shortie13
1	-1	@shortstackband
1	-1	@showmyface
1	-1	@shradha_mohan
1	-1	@shredheads
1	-1	@shrtcrt
1	-1	@shruticute
1	-1	@shunafish
1	-1	@shutterspeedisf
1	-1	@shutupcase
1	-1	@shuuro
1	-1	@siahoney
1	-1	@siana_mia
1	-1	@siansburys
1	-1	@siblakemore
1	-1	@sickathanavg
1	-1	@sickk_stashley
1	-1	@sid_thekid.
1	-1	@sidgybenoit
1	-1	@sidharthdassani
1	-1	@sidin
1	-1	@siewchingchua
1	-1	@signsnownw
1	-1	@sigurdmagnusson
2	-1	@siirensiiren
1	-1	@silentbx
1	-1	@silly_me
1	-1	@sillybeggar
1	-1	@sillyhead
1	-1	@sillyokio
1	-1	@silver_vampire
1	-1	@silverback88
1	-1	@silverstein
1	-1	@silviamarques
1	-1	@simikn
1	-1	@simmylopez
1	-1	@simoncurtis
1	-1	@simonefried
1	-1	@simonerubin
1	-1	@simonhernandez6
1	-1	@simonleung
1	-1	@simonmcconico
1	-1	@simonnelson
1	-1	@simonsahari
1	-1	@simonsflower
1	-1	@simplecake
1	-1	@simpleplan
1	-1	@simplowdfan
1	-1	@simplykaty
1	-1	@simplymallory
1	-1	@simplysomething
1	-1	@simplystardust
1	-1	@simplyvanessa
1	-1	@sims3addicts
1	-1	@simsron
1	-1	@simultech
1	-1	@sineadcochrane
1	-1	@sing_it_back.
1	-1	@singduke
1	-1	@sinjinsailing
1	-1	@sinosplice
1	-1	@sintaks
1	-1	@siouxsinner
1	-1	@sipod1
1	-1	@sirigos7
1	-1	@sirius_star
1	-1	@siriuslyheather
1	-1	@sirmitchell
1	-1	@sirwobin
1	-1	@sishizaki
1	-1	@siskokidd
1	-1	@sisoma
1	-1	@sisterhazelband
1	-1	@sith_lord_goz
1	-1	@sithlords
1	-1	@sixsisters
1	-1	@sixthandelm
1	-1	@sixtwosix
1	-1	@sizemore
1	-1	@sizzlemaker
1	-1	@sjaay_x
1	-1	@sjrobertson
1	-1	@sjrozas
1	-1	@sjvalentine85
1	-1	@sjwhiteley
1	-1	@sjwilling
1	-1	@skadooo
1	-1	@skashliwal
1	-1	@skating102
1	-1	@skerritbwoy
1	-1	@skinnermike
1	-1	@skinny_legs
1	-1	@skinnybonejones
1	-1	@skipsonrecord
1	-1	@skitguye
1	-1	@sknightschultz
1	-1	@skrausse3
1	-1	@skripak
1	-1	@skubastevee
1	-1	@skurfuerst
1	-1	@skuzemewoods
1	-1	@skyesidhe
1	-1	@skygeex
1	-1	@skylinedreams
1	-1	@skyvan
1	-1	@sl4cker
1	-1	@slackadjusterr
1	-1	@sleepdeez
1	-1	@sleepwelldarlin
1	-1	@sleepycatt
1	-1	@slighter
1	-1	@slightlysick
1	-1	@slimjiim
1	-1	@slippy
1	-1	@slmar
1	-1	@slowfade
1	-1	@slycbiskut
1	-1	@smackthis
1	-1	@smaksimo
1	-1	@smallchick
1	-1	@smarko81
1	-1	@smarx
1	-1	@smashadv
1	-1	@smashingmag
1	-1	@smashley_ashley
1	-1	@smellycents
2	-1	@smellyyy
1	-1	@smescrater
1	-1	@smhageman
1	-1	@smiffytech
1	-1	@smileKuzya
1	-1	@smilesbruises
1	-1	@smilescream
1	-1	@smileychic4919
1	-1	@smileyh10
1	-1	@smileykeanne
1	-1	@smileysnj
1	-1	@smitethis
1	-1	@smityas
1	-1	@smlimon
1	-1	@smosh
1	-1	@smpfilms
1	-1	@smudge372
1	-1	@smurfette_ftc
1	-1	@snakesayan
1	-1	@snappingturtle
1	-1	@sneezymelon
1	-1	@snhammond
1	-1	@snipeyhead
1	-1	@sniz
1	-1	@snobscrilla
1	-1	@snoewhite26
1	-1	@snoqueen777
1	-1	@snorkrat
1	-1	@snowbunnyinPC
1	-1	@snowfire11
1	-1	@snowflakeunique
1	-1	@snowmask
1	-1	@snrk
1	-1	@snrpablo
1	-1	@snufsnuf
1	-1	@snw
1	-1	@so_cocky
1	-1	@so_robsessed
1	-1	@so_zwitschert
1	-1	@soapdeli
1	-1	@soaps3
1	-1	@socalsangels
1	-1	@socelebritytype
1	-1	@socilover
1	-1	@sociopolitik
1	-1	@sofiesunshine
1	-1	@sognix
1	-1	@sokendrakouture
1	-1	@sokeri
1	-1	@solangeknowles
1	-1	@some1s_sista
1	-1	@somnambular
1	-1	@somotch8
1	-1	@songbookbaby
1	-1	@songoftheoss
1	-1	@soniaohmae
1	-1	@sonicnet
1	-1	@sonicnick
1	-1	@sonnetXVII
1	-1	@sontortillas
1	-1	@sooch4cats
1	-1	@soopertrev
1	-1	@sophcw
1	-1	@sophiadarke
1	-1	@sophiebaron
1	-1	@sophiemichell
2	-1	@sophiespooooner
1	-1	@sophiestication
1	-1	@sophitchka
1	-1	@sosheisgold
1	-1	@souljaboytellem
1	-1	@souljagirlfefe
1	-1	@souly74
1	-1	@soundlyawake
1	-1	@soundwave810
1	-1	@souniquetamik
1	-1	@southernweather
1	-1	@southoffebruary
1	-1	@southrngirlygrl
1	-1	@soverpeck
1	-1	@sowrongitsbec
1	-1	@soyenhighmount
1	-1	@spacefrog29
1	-1	@spacepal
1	-1	@spacks
1	-1	@spamelicious99
1	-1	@spanglegluppet
1	-1	@sparkly_glitter
1	-1	@sparklymegz
1	-1	@speak2kate
1	-1	@speciial_x1OO
1	-1	@speedyb
1	-1	@speedyconkiwi
1	-1	@spencerfry
1	-1	@spencerpratt
1	-1	@spicycabbage
1	-1	@spicymint
1	-1	@spife's
1	-1	@spilliard
1	-1	@spinnersdance
1	-1	@spinningteacups
1	-1	@spintar
1	-1	@spiritswaker
1	-1	@spldrttngrl
1	-1	@spmyrolemodels
1	-1	@spode
1	-1	@spook68
1	-1	@spookychan
1	-1	@spoonerist
1	-1	@sprilite
1	-1	@springcricket
1	-1	@springtour
1	-1	@sprint
1	-1	@spritegirl24_7
1	-1	@spryken
1	-1	@spudcheyne
1	-1	@spudcomics
1	-1	@spudley_h
1	-1	@spungydesigns
1	-1	@spylevis
1	-1	@sqlfool
1	-1	@squaccs
1	-1	@squallman1
1	-1	@squarespace
1	-1	@squat04
1	-1	@squeakmouse73
1	-1	@squibgirl
1	-1	@squirrelyTONKS
1	-1	@squozen
1	-1	@srawlins
1	-1	@srettagliata
1	-1	@sreyaster
1	-1	@srkrkdr
1	-1	@srohrbach
1	-1	@srsly_shannon
1	-1	@srslylily
1	-1	@srteja
1	-1	@sshreyas
1	-1	@ssoun126
1	-1	@sssahar
2	-1	@sssshannyleeee:
2	-1	@sssshenin
2	-1	@ssssshora
1	-1	@staHHr
2	-1	@staaceeyy
1	-1	@stacci15
1	-1	@stacey_byrd
1	-1	@staceyclarkin
1	-1	@staceyyhoward
1	-1	@stacyfrancis
1	-1	@stacylwhitman
1	-1	@stahler
1	-1	@stajans_girl
1	-1	@stampingheather
1	-1	@stanandollie
1	-1	@standeznuts
1	-1	@standinginalley
1	-1	@standtrooper
1	-1	@star_johnson
1	-1	@starbucks
1	-1	@starbuckscup
1	-1	@stardroid
1	-1	@stargirl15
1	-1	@stargirlreads
1	-1	@starmike
1	-1	@starrahlicious.
1	-1	@starri228
1	-1	@starsmilee
1	-1	@starsparkle
1	-1	@startonomics
1	-1	@staryu14
1	-1	@stassi_x
1	-1	@staticxage
1	-1	@stayingyoung
1	-1	@stealingoneal
1	-1	@steamcrow
1	-1	@steamrunner
1	-1	@steevbishop
1	-1	@stef
1	-1	@stefaniejessica
1	-1	@stefanny5510
1	-1	@stefanusirwanto
1	-1	@stefarknee
2	-1	@steffiiib
1	-1	@stefrabago
1	-1	@steinhardt
2	-1	@stellarkartband!
1	-1	@sten0nger:
1	-1	@steny_agustaf
1	-1	@steph1985
1	-1	@steph_davies
1	-1	@stephagresta
1	-1	@stephanie_B
1	-1	@stephaniedana
1	-1	@stephaniepratt
1	-1	@stephaniewei
1	-1	@stephanspiegel
1	-1	@stephcon
1	-1	@stephenashfield
1	-1	@stephencmason
1	-1	@stepheneyre
1	-1	@stephenfry
1	-1	@stephenfry.
1	-1	@stephenkruiser
1	-1	@stephenriley
1	-1	@stephmartinez
1	-1	@stephmcintosh
1	-1	@stephslikewhat
1	-1	@stephsmith
1	-1	@stephster
1	-1	@stephvaz
1	-1	@stephyanime
1	-1	@stereophonics
1	-1	@steve228uk
1	-1	@steveguttridge
1	-1	@stevehappens
1	-1	@stevehorn
1	-1	@stevejoseph:
1	-1	@stevenblue
1	-1	@stevenbward
1	-1	@stevenc1015
1	-1	@stevencarrier
1	-1	@stevenerrington
1	-1	@stevengevers
1	-1	@stevenislive
1	-1	@stevenmitchellw
1	-1	@stevenpitts
1	-1	@stevensfilm
1	-1	@stevepizzati
1	-1	@steveplunkett
1	-1	@stevequinlan
1	-1	@steverino56
1	-1	@steverumsby
1	-1	@stevestockin
1	-1	@steveyjbond
1	-1	@steveyoung74
1	-1	@steviebeebishop
2	-1	@steviethe____
1	-1	@stfallen
1	-1	@stickypop
1	-1	@stillgray
1	-1	@stilokat
1	-1	@stina6584
1	-1	@stinginthetail
1	-1	@stinkweasels
1	-1	@stkulp
1	-1	@stluciangirly
1	-1	@stolemyusername
1	-1	@stompthewalrus
1	-1	@stonermc
1	-1	@stoneybmac
1	-1	@stooey
1	-1	@stookes91
1	-1	@storagebod
1	-1	@stormierae
1	-1	@stormonster
1	-1	@stormwarden
1	-1	@storycorey
1	-1	@storyfan
1	-1	@storylet@djwttw:
1	-1	@strandedinaber
1	-1	@strandloper
1	-1	@strangedesign
1	-1	@strangelovelive
1	-1	@strangerthings
1	-1	@strangetymes
1	-1	@strategiclee
1	-1	@stratosphear
1	-1	@streetztalk
1	-1	@stringeilcuore
1	-1	@stroke9
1	-1	@stroughter
1	-1	@stroughtonsmith
1	-1	@stuartevan
1	-1	@stuartrobinson
1	-1	@stuartsharpe
1	-1	@stubby_corgi
1	-1	@studentactivism
1	-1	@studlystv
1	-1	@stuiy
1	-1	@stuti_
1	-1	@stwood1953
1	-1	@stylist24
1	-1	@suanie
1	-1	@subeta
1	-1	@suburbannoir
1	-1	@succimini
1	-1	@suckafreebriee
1	-1	@sue_ward
1	-1	@suecharlton
1	-1	@suepainter
1	-1	@suesay
1	-1	@sueupton
1	-1	@suewaters
1	-1	@suezq801
1	-1	@suffolkinace
1	-1	@sugarrae
1	-1	@suizo
1	-1	@sukaina123
1	-1	@sukiiland
1	-1	@sukisalvador
1	-1	@sultryminxzoe
1	-1	@sumants
1	-1	@summerblonde83
1	-1	@summernags
1	-1	@sun_ho
1	-1	@sundaeafternoon
1	-1	@sundaydl
1	-1	@sunjaysin
1	-1	@sunlightfalls
1	-1	@sunnyyoli@DEWz_PingPong
1	-1	@sunshine_
1	-1	@sunshine_diva
1	-1	@supahjay
1	-1	@supajonesy
1	-1	@supajulz
1	-1	@super_simona
1	-1	@super_trouper
1	-1	@superaquafloc
1	-1	@supercharz
1	-1	@supercoolkp
1	-1	@superherogirl
1	-1	@superhootie
1	-1	@superkathoid
1	-1	@supermac18
1	-1	@superradchick
1	-1	@supersole
1	-1	@supersoundguy
1	-1	@suprandr
1	-1	@supricky06
1	-1	@supriyavpw
1	-1	@surferdwa
1	-1	@surianee
1	-1	@surrahgee
1	-1	@surrealimages
1	-1	@susan_adrian
1	-1	@susan_m
1	-1	@susanaabalos
1	-1	@susanholsinger-
1	-1	@susank
1	-1	@susanlu
1	-1	@susansoutherlan
1	-1	@susanwrites
1	-1	@susestudio
1	-1	@susie74
1	-1	@sustainable_
1	-1	@susysu
2	-1	@suuuperPach
1	-1	@suzanpetersen
1	-1	@suzi98babe
1	-1	@suzielit
1	-1	@suzievesper
1	-1	@suzit86
1	-1	@suzmarques
1	-1	@svb123
1	-1	@swaeshampine
1	-1	@swag_so_sick
1	-1	@swalkingtree
1	-1	@swaller
1	-1	@swati121
1	-1	@swatkatt
1	-1	@sweeetnspicy
